Cell_ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Mean_Storage
267,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285708
386,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285708
504,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285708
612,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285708
622,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285708
727,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285708
740,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285708
842,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285708
846,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285708
859,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285708
863,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285708
867,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285715,28.776785714285708
