Cell_ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Mean_Storage
2143,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2262,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2265,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2269,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2270,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2380,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2381,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2383,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2384,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2385,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2386,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2387,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2390,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2391,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2392,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2393,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2500,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2503,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2504,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2505,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2506,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2507,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
2508,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007339,625.7257596007337
