Cell_ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Mean_Consumption
2143,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2262,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2265,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2269,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2270,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2380,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2381,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2383,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2384,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2385,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2386,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2387,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2390,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2391,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2392,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2393,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2500,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2503,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2504,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2505,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2506,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2507,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2508,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2509,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2511,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2620,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2621,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2622,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2625,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2626,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2627,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2628,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2629,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2630,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2742,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2743,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2744,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2745,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2746,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2747,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2748,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2860,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2861,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2862,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2863,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2864,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2865,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
2866,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332569,7.850332568807343
