"","x","y"
"",125500,6895500
"",126500,6895500
"",127500,6895500
"",128500,6895500
"",129500,6895500
"",130500,6895500
"",131500,6895500
"",132500,6895500
"",133500,6895500
"",134500,6895500
"",135500,6895500
"",136500,6895500
"",137500,6895500
"",138500,6895500
"",139500,6895500
"",171500,6895500
"",172500,6895500
"",173500,6895500
"",106500,6894500
"",107500,6894500
"",108500,6894500
"",109500,6894500
"",110500,6894500
"",111500,6894500
"",112500,6894500
"",113500,6894500
"",114500,6894500
"",115500,6894500
"",116500,6894500
"",117500,6894500
"",118500,6894500
"",119500,6894500
"",120500,6894500
"",121500,6894500
"",122500,6894500
"",123500,6894500
"",124500,6894500
"",125500,6894500
"",126500,6894500
"",127500,6894500
"",128500,6894500
"",129500,6894500
"",130500,6894500
"",131500,6894500
"",132500,6894500
"",133500,6894500
"",134500,6894500
"",135500,6894500
"",136500,6894500
"",137500,6894500
"",138500,6894500
"",139500,6894500
"",149500,6894500
"",170500,6894500
"",171500,6894500
"",172500,6894500
"",173500,6894500
"",174500,6894500
"",175500,6894500
"",176500,6894500
"",106500,6893500
"",107500,6893500
"",108500,6893500
"",109500,6893500
"",110500,6893500
"",111500,6893500
"",112500,6893500
"",113500,6893500
"",114500,6893500
"",115500,6893500
"",116500,6893500
"",117500,6893500
"",118500,6893500
"",119500,6893500
"",120500,6893500
"",121500,6893500
"",122500,6893500
"",123500,6893500
"",124500,6893500
"",125500,6893500
"",126500,6893500
"",127500,6893500
"",128500,6893500
"",129500,6893500
"",130500,6893500
"",131500,6893500
"",132500,6893500
"",133500,6893500
"",134500,6893500
"",135500,6893500
"",136500,6893500
"",137500,6893500
"",138500,6893500
"",139500,6893500
"",140500,6893500
"",148500,6893500
"",149500,6893500
"",159500,6893500
"",167500,6893500
"",168500,6893500
"",169500,6893500
"",170500,6893500
"",171500,6893500
"",172500,6893500
"",173500,6893500
"",174500,6893500
"",175500,6893500
"",176500,6893500
"",177500,6893500
"",179500,6893500
"",106500,6892500
"",107500,6892500
"",108500,6892500
"",109500,6892500
"",110500,6892500
"",111500,6892500
"",112500,6892500
"",113500,6892500
"",114500,6892500
"",115500,6892500
"",116500,6892500
"",117500,6892500
"",118500,6892500
"",119500,6892500
"",120500,6892500
"",121500,6892500
"",122500,6892500
"",123500,6892500
"",124500,6892500
"",125500,6892500
"",126500,6892500
"",127500,6892500
"",128500,6892500
"",129500,6892500
"",130500,6892500
"",131500,6892500
"",132500,6892500
"",133500,6892500
"",134500,6892500
"",135500,6892500
"",136500,6892500
"",137500,6892500
"",138500,6892500
"",139500,6892500
"",140500,6892500
"",145500,6892500
"",146500,6892500
"",147500,6892500
"",148500,6892500
"",149500,6892500
"",156500,6892500
"",157500,6892500
"",158500,6892500
"",159500,6892500
"",167500,6892500
"",168500,6892500
"",169500,6892500
"",170500,6892500
"",171500,6892500
"",172500,6892500
"",173500,6892500
"",174500,6892500
"",175500,6892500
"",176500,6892500
"",177500,6892500
"",178500,6892500
"",179500,6892500
"",180500,6892500
"",181500,6892500
"",182500,6892500
"",103500,6891500
"",104500,6891500
"",106500,6891500
"",107500,6891500
"",108500,6891500
"",109500,6891500
"",110500,6891500
"",111500,6891500
"",112500,6891500
"",113500,6891500
"",114500,6891500
"",115500,6891500
"",116500,6891500
"",117500,6891500
"",118500,6891500
"",119500,6891500
"",120500,6891500
"",121500,6891500
"",122500,6891500
"",123500,6891500
"",124500,6891500
"",125500,6891500
"",126500,6891500
"",127500,6891500
"",128500,6891500
"",129500,6891500
"",130500,6891500
"",131500,6891500
"",132500,6891500
"",133500,6891500
"",134500,6891500
"",135500,6891500
"",136500,6891500
"",137500,6891500
"",138500,6891500
"",139500,6891500
"",140500,6891500
"",142500,6891500
"",143500,6891500
"",144500,6891500
"",145500,6891500
"",146500,6891500
"",147500,6891500
"",148500,6891500
"",149500,6891500
"",150500,6891500
"",154500,6891500
"",155500,6891500
"",156500,6891500
"",157500,6891500
"",158500,6891500
"",159500,6891500
"",160500,6891500
"",161500,6891500
"",162500,6891500
"",163500,6891500
"",164500,6891500
"",167500,6891500
"",168500,6891500
"",169500,6891500
"",170500,6891500
"",171500,6891500
"",172500,6891500
"",173500,6891500
"",174500,6891500
"",175500,6891500
"",176500,6891500
"",177500,6891500
"",178500,6891500
"",179500,6891500
"",180500,6891500
"",181500,6891500
"",182500,6891500
"",183500,6891500
"",184500,6891500
"",102500,6890500
"",103500,6890500
"",104500,6890500
"",105500,6890500
"",106500,6890500
"",107500,6890500
"",108500,6890500
"",109500,6890500
"",110500,6890500
"",111500,6890500
"",112500,6890500
"",113500,6890500
"",114500,6890500
"",115500,6890500
"",116500,6890500
"",117500,6890500
"",118500,6890500
"",119500,6890500
"",120500,6890500
"",121500,6890500
"",122500,6890500
"",123500,6890500
"",124500,6890500
"",125500,6890500
"",126500,6890500
"",127500,6890500
"",128500,6890500
"",129500,6890500
"",130500,6890500
"",131500,6890500
"",132500,6890500
"",133500,6890500
"",134500,6890500
"",135500,6890500
"",136500,6890500
"",137500,6890500
"",138500,6890500
"",139500,6890500
"",140500,6890500
"",142500,6890500
"",143500,6890500
"",144500,6890500
"",145500,6890500
"",146500,6890500
"",147500,6890500
"",148500,6890500
"",149500,6890500
"",153500,6890500
"",154500,6890500
"",155500,6890500
"",156500,6890500
"",157500,6890500
"",158500,6890500
"",159500,6890500
"",160500,6890500
"",161500,6890500
"",162500,6890500
"",163500,6890500
"",164500,6890500
"",165500,6890500
"",166500,6890500
"",167500,6890500
"",168500,6890500
"",169500,6890500
"",170500,6890500
"",171500,6890500
"",172500,6890500
"",173500,6890500
"",174500,6890500
"",175500,6890500
"",176500,6890500
"",177500,6890500
"",178500,6890500
"",179500,6890500
"",180500,6890500
"",181500,6890500
"",182500,6890500
"",183500,6890500
"",184500,6890500
"",185500,6890500
"",186500,6890500
"",100500,6889500
"",101500,6889500
"",102500,6889500
"",103500,6889500
"",104500,6889500
"",105500,6889500
"",106500,6889500
"",107500,6889500
"",108500,6889500
"",109500,6889500
"",110500,6889500
"",111500,6889500
"",112500,6889500
"",113500,6889500
"",114500,6889500
"",115500,6889500
"",116500,6889500
"",117500,6889500
"",118500,6889500
"",119500,6889500
"",120500,6889500
"",121500,6889500
"",122500,6889500
"",123500,6889500
"",124500,6889500
"",125500,6889500
"",126500,6889500
"",127500,6889500
"",128500,6889500
"",129500,6889500
"",130500,6889500
"",131500,6889500
"",132500,6889500
"",133500,6889500
"",134500,6889500
"",135500,6889500
"",136500,6889500
"",137500,6889500
"",138500,6889500
"",139500,6889500
"",140500,6889500
"",141500,6889500
"",142500,6889500
"",143500,6889500
"",144500,6889500
"",145500,6889500
"",146500,6889500
"",147500,6889500
"",148500,6889500
"",149500,6889500
"",150500,6889500
"",151500,6889500
"",152500,6889500
"",153500,6889500
"",154500,6889500
"",155500,6889500
"",156500,6889500
"",157500,6889500
"",158500,6889500
"",159500,6889500
"",160500,6889500
"",161500,6889500
"",162500,6889500
"",163500,6889500
"",164500,6889500
"",165500,6889500
"",166500,6889500
"",167500,6889500
"",168500,6889500
"",169500,6889500
"",170500,6889500
"",171500,6889500
"",172500,6889500
"",173500,6889500
"",174500,6889500
"",175500,6889500
"",176500,6889500
"",177500,6889500
"",178500,6889500
"",179500,6889500
"",180500,6889500
"",181500,6889500
"",182500,6889500
"",183500,6889500
"",184500,6889500
"",185500,6889500
"",186500,6889500
"",100500,6888500
"",101500,6888500
"",102500,6888500
"",103500,6888500
"",104500,6888500
"",105500,6888500
"",106500,6888500
"",107500,6888500
"",108500,6888500
"",109500,6888500
"",110500,6888500
"",111500,6888500
"",112500,6888500
"",113500,6888500
"",114500,6888500
"",115500,6888500
"",116500,6888500
"",117500,6888500
"",118500,6888500
"",119500,6888500
"",120500,6888500
"",121500,6888500
"",122500,6888500
"",123500,6888500
"",124500,6888500
"",125500,6888500
"",126500,6888500
"",127500,6888500
"",128500,6888500
"",129500,6888500
"",130500,6888500
"",131500,6888500
"",132500,6888500
"",133500,6888500
"",134500,6888500
"",135500,6888500
"",136500,6888500
"",137500,6888500
"",138500,6888500
"",139500,6888500
"",140500,6888500
"",141500,6888500
"",142500,6888500
"",143500,6888500
"",144500,6888500
"",145500,6888500
"",146500,6888500
"",147500,6888500
"",148500,6888500
"",149500,6888500
"",150500,6888500
"",151500,6888500
"",152500,6888500
"",153500,6888500
"",154500,6888500
"",155500,6888500
"",156500,6888500
"",157500,6888500
"",158500,6888500
"",159500,6888500
"",160500,6888500
"",161500,6888500
"",162500,6888500
"",163500,6888500
"",164500,6888500
"",165500,6888500
"",166500,6888500
"",167500,6888500
"",168500,6888500
"",169500,6888500
"",170500,6888500
"",171500,6888500
"",172500,6888500
"",173500,6888500
"",174500,6888500
"",175500,6888500
"",176500,6888500
"",177500,6888500
"",178500,6888500
"",179500,6888500
"",180500,6888500
"",181500,6888500
"",182500,6888500
"",183500,6888500
"",184500,6888500
"",185500,6888500
"",186500,6888500
"",99500,6887500
"",100500,6887500
"",101500,6887500
"",102500,6887500
"",103500,6887500
"",104500,6887500
"",105500,6887500
"",106500,6887500
"",107500,6887500
"",108500,6887500
"",109500,6887500
"",110500,6887500
"",111500,6887500
"",112500,6887500
"",113500,6887500
"",114500,6887500
"",115500,6887500
"",116500,6887500
"",117500,6887500
"",118500,6887500
"",119500,6887500
"",120500,6887500
"",121500,6887500
"",122500,6887500
"",123500,6887500
"",124500,6887500
"",125500,6887500
"",126500,6887500
"",127500,6887500
"",128500,6887500
"",129500,6887500
"",130500,6887500
"",131500,6887500
"",132500,6887500
"",133500,6887500
"",134500,6887500
"",135500,6887500
"",136500,6887500
"",137500,6887500
"",138500,6887500
"",139500,6887500
"",140500,6887500
"",141500,6887500
"",142500,6887500
"",143500,6887500
"",144500,6887500
"",145500,6887500
"",146500,6887500
"",147500,6887500
"",148500,6887500
"",149500,6887500
"",150500,6887500
"",151500,6887500
"",152500,6887500
"",153500,6887500
"",154500,6887500
"",155500,6887500
"",156500,6887500
"",157500,6887500
"",158500,6887500
"",159500,6887500
"",160500,6887500
"",161500,6887500
"",162500,6887500
"",163500,6887500
"",164500,6887500
"",165500,6887500
"",166500,6887500
"",167500,6887500
"",168500,6887500
"",169500,6887500
"",170500,6887500
"",171500,6887500
"",172500,6887500
"",173500,6887500
"",174500,6887500
"",175500,6887500
"",176500,6887500
"",177500,6887500
"",178500,6887500
"",179500,6887500
"",180500,6887500
"",181500,6887500
"",182500,6887500
"",183500,6887500
"",184500,6887500
"",185500,6887500
"",186500,6887500
"",187500,6887500
"",98500,6886500
"",99500,6886500
"",100500,6886500
"",101500,6886500
"",102500,6886500
"",103500,6886500
"",104500,6886500
"",105500,6886500
"",106500,6886500
"",107500,6886500
"",108500,6886500
"",109500,6886500
"",110500,6886500
"",111500,6886500
"",112500,6886500
"",113500,6886500
"",114500,6886500
"",115500,6886500
"",116500,6886500
"",117500,6886500
"",118500,6886500
"",119500,6886500
"",120500,6886500
"",121500,6886500
"",122500,6886500
"",123500,6886500
"",124500,6886500
"",125500,6886500
"",126500,6886500
"",127500,6886500
"",128500,6886500
"",129500,6886500
"",130500,6886500
"",131500,6886500
"",132500,6886500
"",133500,6886500
"",134500,6886500
"",135500,6886500
"",136500,6886500
"",137500,6886500
"",138500,6886500
"",139500,6886500
"",140500,6886500
"",141500,6886500
"",142500,6886500
"",143500,6886500
"",144500,6886500
"",145500,6886500
"",146500,6886500
"",147500,6886500
"",148500,6886500
"",149500,6886500
"",150500,6886500
"",151500,6886500
"",152500,6886500
"",153500,6886500
"",154500,6886500
"",155500,6886500
"",156500,6886500
"",157500,6886500
"",158500,6886500
"",159500,6886500
"",160500,6886500
"",161500,6886500
"",162500,6886500
"",163500,6886500
"",164500,6886500
"",165500,6886500
"",166500,6886500
"",167500,6886500
"",168500,6886500
"",169500,6886500
"",170500,6886500
"",171500,6886500
"",172500,6886500
"",173500,6886500
"",174500,6886500
"",175500,6886500
"",176500,6886500
"",177500,6886500
"",178500,6886500
"",179500,6886500
"",180500,6886500
"",181500,6886500
"",182500,6886500
"",183500,6886500
"",184500,6886500
"",185500,6886500
"",186500,6886500
"",187500,6886500
"",98500,6885500
"",99500,6885500
"",100500,6885500
"",101500,6885500
"",102500,6885500
"",103500,6885500
"",104500,6885500
"",105500,6885500
"",106500,6885500
"",107500,6885500
"",108500,6885500
"",109500,6885500
"",110500,6885500
"",111500,6885500
"",112500,6885500
"",113500,6885500
"",114500,6885500
"",115500,6885500
"",116500,6885500
"",117500,6885500
"",118500,6885500
"",119500,6885500
"",120500,6885500
"",121500,6885500
"",122500,6885500
"",123500,6885500
"",124500,6885500
"",125500,6885500
"",126500,6885500
"",127500,6885500
"",128500,6885500
"",129500,6885500
"",130500,6885500
"",131500,6885500
"",132500,6885500
"",133500,6885500
"",134500,6885500
"",135500,6885500
"",136500,6885500
"",137500,6885500
"",138500,6885500
"",139500,6885500
"",140500,6885500
"",141500,6885500
"",142500,6885500
"",143500,6885500
"",144500,6885500
"",145500,6885500
"",146500,6885500
"",147500,6885500
"",148500,6885500
"",149500,6885500
"",150500,6885500
"",151500,6885500
"",152500,6885500
"",153500,6885500
"",154500,6885500
"",155500,6885500
"",156500,6885500
"",157500,6885500
"",158500,6885500
"",159500,6885500
"",160500,6885500
"",161500,6885500
"",162500,6885500
"",163500,6885500
"",164500,6885500
"",165500,6885500
"",166500,6885500
"",167500,6885500
"",168500,6885500
"",169500,6885500
"",170500,6885500
"",171500,6885500
"",172500,6885500
"",173500,6885500
"",174500,6885500
"",175500,6885500
"",176500,6885500
"",177500,6885500
"",178500,6885500
"",179500,6885500
"",180500,6885500
"",181500,6885500
"",182500,6885500
"",183500,6885500
"",184500,6885500
"",185500,6885500
"",186500,6885500
"",187500,6885500
"",188500,6885500
"",98500,6884500
"",99500,6884500
"",100500,6884500
"",101500,6884500
"",102500,6884500
"",103500,6884500
"",104500,6884500
"",105500,6884500
"",106500,6884500
"",107500,6884500
"",108500,6884500
"",109500,6884500
"",110500,6884500
"",111500,6884500
"",112500,6884500
"",113500,6884500
"",114500,6884500
"",115500,6884500
"",116500,6884500
"",117500,6884500
"",118500,6884500
"",119500,6884500
"",120500,6884500
"",121500,6884500
"",122500,6884500
"",123500,6884500
"",124500,6884500
"",125500,6884500
"",126500,6884500
"",127500,6884500
"",128500,6884500
"",129500,6884500
"",130500,6884500
"",131500,6884500
"",132500,6884500
"",133500,6884500
"",134500,6884500
"",135500,6884500
"",136500,6884500
"",137500,6884500
"",138500,6884500
"",139500,6884500
"",140500,6884500
"",141500,6884500
"",142500,6884500
"",143500,6884500
"",144500,6884500
"",145500,6884500
"",146500,6884500
"",147500,6884500
"",148500,6884500
"",149500,6884500
"",150500,6884500
"",151500,6884500
"",152500,6884500
"",153500,6884500
"",154500,6884500
"",155500,6884500
"",156500,6884500
"",157500,6884500
"",158500,6884500
"",159500,6884500
"",160500,6884500
"",161500,6884500
"",162500,6884500
"",163500,6884500
"",164500,6884500
"",165500,6884500
"",166500,6884500
"",167500,6884500
"",168500,6884500
"",169500,6884500
"",170500,6884500
"",171500,6884500
"",172500,6884500
"",173500,6884500
"",174500,6884500
"",175500,6884500
"",176500,6884500
"",177500,6884500
"",178500,6884500
"",179500,6884500
"",180500,6884500
"",181500,6884500
"",182500,6884500
"",183500,6884500
"",184500,6884500
"",185500,6884500
"",186500,6884500
"",187500,6884500
"",188500,6884500
"",189500,6884500
"",190500,6884500
"",98500,6883500
"",99500,6883500
"",100500,6883500
"",101500,6883500
"",102500,6883500
"",103500,6883500
"",104500,6883500
"",105500,6883500
"",106500,6883500
"",107500,6883500
"",108500,6883500
"",109500,6883500
"",110500,6883500
"",111500,6883500
"",112500,6883500
"",113500,6883500
"",114500,6883500
"",115500,6883500
"",116500,6883500
"",117500,6883500
"",118500,6883500
"",119500,6883500
"",120500,6883500
"",121500,6883500
"",122500,6883500
"",123500,6883500
"",124500,6883500
"",125500,6883500
"",126500,6883500
"",127500,6883500
"",128500,6883500
"",129500,6883500
"",130500,6883500
"",131500,6883500
"",132500,6883500
"",133500,6883500
"",134500,6883500
"",135500,6883500
"",136500,6883500
"",137500,6883500
"",138500,6883500
"",139500,6883500
"",140500,6883500
"",141500,6883500
"",142500,6883500
"",143500,6883500
"",144500,6883500
"",145500,6883500
"",146500,6883500
"",147500,6883500
"",148500,6883500
"",149500,6883500
"",150500,6883500
"",151500,6883500
"",152500,6883500
"",153500,6883500
"",154500,6883500
"",155500,6883500
"",156500,6883500
"",157500,6883500
"",158500,6883500
"",159500,6883500
"",160500,6883500
"",161500,6883500
"",162500,6883500
"",163500,6883500
"",164500,6883500
"",165500,6883500
"",166500,6883500
"",167500,6883500
"",168500,6883500
"",169500,6883500
"",170500,6883500
"",171500,6883500
"",172500,6883500
"",173500,6883500
"",174500,6883500
"",175500,6883500
"",176500,6883500
"",177500,6883500
"",178500,6883500
"",179500,6883500
"",180500,6883500
"",181500,6883500
"",182500,6883500
"",183500,6883500
"",184500,6883500
"",185500,6883500
"",186500,6883500
"",187500,6883500
"",188500,6883500
"",189500,6883500
"",190500,6883500
"",99500,6882500
"",100500,6882500
"",101500,6882500
"",102500,6882500
"",103500,6882500
"",104500,6882500
"",105500,6882500
"",106500,6882500
"",107500,6882500
"",108500,6882500
"",109500,6882500
"",110500,6882500
"",111500,6882500
"",112500,6882500
"",113500,6882500
"",114500,6882500
"",115500,6882500
"",116500,6882500
"",117500,6882500
"",118500,6882500
"",119500,6882500
"",120500,6882500
"",121500,6882500
"",122500,6882500
"",123500,6882500
"",124500,6882500
"",125500,6882500
"",126500,6882500
"",127500,6882500
