Cell_ID,Lake_Volume_m3
2493,4812.107266
2494,4047.058679
2496,39371.40644
2497,9056.525081
2498,9918.413656
2499,2869.647465
2502,619670.8048
2504,43342.49031
2512,3121.363437
2513,14684.07988
2515,2021.182398
2517,1799.304761
2518,6419.263852
2519,14584.62902
2520,7839.064292
2521,92628.33261
2522,4026.621142
2523,27598.402
2609,599476.5273
2610,20370.37293
2614,2436118.853
2618,16936.95911
2624,22952.88697
2625,18126.8206
2626,54734.3746
2627,6486.104267
2631,10675.09956
2632,28340.48557
2634,9737.64401
2636,307233.0793
2637,9702.647378
2640,4997.229759
2673,225294.1477
2675,1837.803278
2726,18605.33479
2728,85835.62251
2730,74146.37337
2731,17606.57309
2732,56341.82467
2734,295230.8577
2735,9753.013322
2736,2000.239341
2737,17985.52624
2742,2420.972595
2743,8369.573876
2744,4066.577163
2745,5897.947169
2747,2980.57813
2750,32006.88115
2751,15172.37392
2752,132151.96
2754,320417.4303
2755,268364.7648
2756,87286.27394
2757,322086.3409
2759,5746.703329
2760,19835.91756
2767,349918.7942
2769,103046.1825
2789,19272.37615
2844,3145.81778
2849,12827.39653
2851,8811.203053
2853,385596.6443
2854,4583.497882
2855,2654.60944
2856,68888.46363
2857,76216.24982
2858,3398.617717
2867,9711.398243
2868,45634.90176
2869,1987.039736
2870,5449.30728
2871,31561.7452
2872,143809.3023
2873,55488.96258
2875,26143.52441
2877,11063.14491
2878,21351.29836
2879,5284.478486
2883,39740.78883
2884,13881.22566
2886,2140.783345
2893,6197.029539
2962,19200.55397
2966,10657.273
2968,35151.68532
2969,28760.32698
2971,9298.320943
2973,1221578.804
2975,251511.1566
2982,3713.673826
2985,46447.28947
2987,5384.116966
2989,2876.10189
2990,46271.22299
2991,16517.58705
2992,5469.012186
2995,6328.295539
2996,5957.711365
3000,67699.58495
3001,144391.5486
3002,17720.88753
3004,15513.87687
3005,115041.167
3010,19538.07665
3011,2127.677409
3015,2394.426677
3016,7702.060796
3024,245007.3135
3039,2561.374712
3040,24788.47524
3074,3236.845806
3079,22660.50149
3082,512157.894
3083,11440.4329
3084,14630.59783
3088,9757.680829
3089,7822.826023
3090,74229.14105
3091,27137.83111
3094,7475104.353
3103,2098.796346
3113,24517.19809
3114,80802.84509
3116,1793.648406
3117,211388.3978
3118,41543.95156
3122,320197.3104
3129,6095.240174
3132,4564.533861
3133,3027.811575
3134,2002.694484
3137,22089.44599
3138,63560.75873
3141,50329.33787
3145,2464.788362
3159,19859.03651
3192,1748.44689
3198,10096.13262
3200,32914.73877
3208,2562.749134
3219,1984.503732
3229,3991.36721
3232,369689.0002
3233,5918.435444
3234,43767.61153
3235,146281.5532
3236,8510.560706
3237,129819.443
3238,27126.49044
3241,7727.318998
3242,8545.121071
3243,219802.7371
3248,481542.3365
3250,112498.7753
3251,29839.78809
3252,72174.92144
3263,3480.959956
3268,2653.041097
3273,7838.659672
3313,32906.92958
3314,2884.145946
3316,823049.1208
3323,4188.236148
3325,14750.39182
3326,8008.27866
3329,2755.432511
3330,6939.713291
3338,3106.552256
3341,5492.660965
3347,20445.10924
3348,1781.222313
3349,8516.246174
3350,1818.00314
3351,2519.367317
3353,4726.417359
3357,1982290.321
3366,30005.55718
3367,901424.7929
3369,10669653.1
3371,44735.2587
3393,6228.811166
3396,5718.085677
3430,2025.824483
3431,839180.659
3437,684519.383
3438,3793.735568
3462,1507871.47
3465,9152.156576
3466,30028.52161
3467,6726.993769
3470,3498.699568
3482,23764.04744
3489,15411.47214
3501,1815.126163
3544,2549.326787
3546,59142.8029
3547,105902.1852
3548,90733.00701
3553,5062.497559
3554,21582.04639
3566,2602.757249
3576,5704.070802
3582,10016.25407
3583,37651.16188
3584,6169.783216
3586,6822.465166
3587,33778.15693
3588,13322.97894
3590,293198.7589
3596,2794.642899
3600,3669.154092
3607,24984.56908
3608,93606.87252
3614,6668.16235
3619,11737.2408
3620,3110.859403
3662,2311.501129
3663,451113.8065
3664,64083.68305
3669,3081832.28
3695,3804.334861
3696,2170.337587
3701,27648.63347
3708,101695.0555
3714,7519.797387
3720,82859.50908
3726,5637292.046
3731,7469.465716
3736,2314.39176
3745,2882.573345
3747,4202.642223
3750,16527.01105
3780,106974.2766
3786,6368.10601
3788,11349.39956
3789,27092.46039
3792,2074138.674
3811,58660.7617
3825,6561.963055
3826,8429.862388
3827,3618.318808
3828,11426.99791
3829,54147.98382
3830,13518.03806
3838,11437.68075
3845,12111.84493
3865,2538.157434
3867,2272.277229
3870,11690.92346
3871,14562.54686
3872,11366.3969
3898,422.8456732
3915,217977.1594
3918,21457.50207
3939,18299.62908
3946,1950.005801
3947,124931.8921
3948,4155.87664
3949,9543.326908
3963,18930.78231
3986,55823.9799
3987,29136.91121
3988,209446.1244
4021,2411.56769
4024,1865.6314
4025,13044.44289
4029,21419.0714
4036,109067.8499
4061,5280.243735
4065,2446.712857
4066,21870.52925
4067,381432.9651
4078,294121.096
4079,3511.045396
4083,1888.178583
4093,6594.732652
4095,4778.316905
4105,3594.247555
4107,191086.6105
4108,43277.70962
4142,9064.48825
4150,393103.1706
4152,5135.578841
4153,9765.034843
4184,47251.16685
4185,5085.435687
4189,3337.306007
4194,13687.96636
4195,18565.37358
4199,31216.23813
4200,62502.01474
4223,1814.356561
4258,7810.254956
4259,7707.920519
4266,1940.927807
4267,756713.1839
4268,182629.162
4269,1891590.135
4274,14905.93969
4275,2132.57591
4276,6999.177727
4278,51885.12005
4279,3658.361627
4282,36567.70543
4284,3712.885044
4310,2753.329927
4324,2778.920826
4374,131526.5251
4375,6943.196672
4377,1094013.519
4383,33323.45473
4385,587349.8313
4386,31796.52572
4388,4189.403649
4389,5247.754403
4392,3556.999339
4393,5673.538395
4394,1978.709055
4398,6009.241547
4406,5314.991063
4431,112036.773
4432,75097.8036
4433,3254.802407
4434,5593596.25
4435,21145.89253
4437,738161.2655
4438,3095.473557
4442,5719.13273
4444,130911.7906
4459,28322.32958
4495,658056.4529
4496,3861.495157
4497,5211.11566
4498,72862.26563
4501,74284.19979
4502,74828.57437
4503,16436.99706
4504,13748.42598
4505,172625.4939
4508,10510457.12
4511,4082.59242
4512,68808.72924
4513,3953.042455
4517,95601.0286
4518,2311.143861
4531,199695.2767
4532,4050.605367
4545,908.3550864
4550,27459.49045
4551,123343.029
4552,30513.43358
4553,9334.874737
4554,180681.8934
4556,2589.360938
4557,429616.2223
4558,32662.06124
4567,7862.487781
4569,6514.675334
4585,12832.03562
4611,47582.23208
4614,177112.022
4615,13933.32494
4616,22761.64907
4617,92275.71093
4618,23651.3057
4620,5333.109014
4621,529989.7758
4622,34872.08133
4627,16480.65844
4629,17298.75916
4631,19755.30786
4633,5690.742046
4634,691495.1307
4646,33931.4833
4648,6502.121025
4650,12202.55638
4664,8354.152499
4669,4495.06021
4670,9754.526445
4671,52909.42276
4672,199435.7383
4673,33591.74132
4685,64159.282
4687,8233.019507
4701,833462.213
4702,7649.151512
4703,3802.598258
4729,191810.0421
4732,1451806.526
4735,2394.165681
4736,22707.89801
4737,11567.65666
4738,4365.324384
4739,3796.515425
4740,47995.04239
4741,2154.719696
4748,21649.77833
4749,556078.0028
4753,9898.952833
4759,3345.403942
4783,5894.9023
4786,4232.481343
4787,10643.68266
4788,38475.53456
4789,58026.1326
4790,32645.63879
4791,41084.17765
4804,384071.5824
4818,6307.634206
4820,7122.9288
4821,13701.9293
4853,11305.99667
4855,3429.722977
4857,5535.709656
4858,7683.201529
4860,1023570.077
4865,194634.5173
4866,77943.42321
4868,425505.961
4869,678307.8586
4870,501811.8118
4871,3991.36669
4883,25876.42804
4893,4697.161629
4898,5765.341049
4914,179867.2311
4921,63066.65047
4922,6322.916532
4973,21274.11979
4974,16719.49953
4975,79558.66672
4983,45489.59324
4985,15666.90076
4988,8077.231273
4995,3492.497051
4996,132158.8273
5013,5764.47837
5031,3198.702133
5039,10675.67962
5040,4448.321406
5055,4907.067203
5084,2602.81325
5085,1898.665846
5087,7035.6946
5088,11063.0131
5091,4074.71115
5093,534459.76
5100,2191.809464
5111,4323.051866
5113,10928.29902
5114,4751.599436
5115,28806.04995
5116,2856.808427
5117,16695.17248
5118,16303.46235
5141,3301.686594
5142,71645.42238
5170,5142.943407
5179,6516.694985
5202,6773.217589
5203,7689.972784
5208,125272.8616
5218,24226.49575
5222,4935.382151
5233,16715.98558
5235,4362.977196
5238,4286.117127
5246,13585.47565
5263,85569.80353
5279,85291754.92
5293,2048.105374
5321,4703.27346
5324,1574023.285
5325,31694.36263
5326,27717.18329
5327,18459.33815
5328,74093.66774
5330,12091.0004
5331,13019.06376
5332,3856.050722
5334,581079.8814
5337,36609.80412
5338,30021.64213
5342,3084.627744
5344,27128.60554
5346,2517.418234
5355,1876.620761
5357,2403.347917
5384,23738.7382
5385,5239.968481
5387,30619.62087
5388,13027.8424
5396,2674.735086
5410,2055.768567
5438,6858.038572
5439,12536.94901
5441,6676.968294
5444,33000.51454
5446,164724.6542
5447,6351.344737
5448,9985.290252
5449,548.361338
5451,2993.702383
5452,2340684.321
5453,2773.558005
5455,149072.242
5460,33035.91577
5461,204253.6274
5462,313650.2236
5468,57074.34984
5469,9797.960285
5497,12777.60009
5498,36098.70802
5499,8633.923168
5503,28495.96112
5505,3081.303383
5511,120786.8771
5513,674131.9831
5519,5767.669808
5520,4664.970855
5521,6211.938857
5522,18882.61238
5557,2796.276702
5559,43333.86223
5561,25931.75946
5562,269485.8139
5563,109396.1469
5564,13679.21791
5565,678711.5337
5566,114124.6968
5567,60068.4008
5568,150714.0552
5569,223219.4585
5571,25446.27231
5575,4816.400238
5601,5606.565146
5604,2379.703865
5610,2140.20005
5611,7144.000495
5612,189428.959
5628,6979.780728
5630,25117.85564
5632,8603.906625
5634,9506.415022
5637,5439.635017
5640,14599.14755
5643,10946.07327
5644,7475.73924
5649,8277383.342
5674,23690.61035
5676,47624.81987
5678,2639.568079
5679,264335.6159
5680,1297.987133
5683,660005.6865
5686,394807.1595
5687,43232.76742
5688,524.065097
5690,109387.6954
5714,7407.925682
5715,30877.04687
5728,9935.946571
5729,606626.1264
5730,1901.8412
5740,9378.560905
5741,33261.0686
5744,32080.21646
5745,75440.83373
5746,11376.3186
5752,7697.274264
5753,2174.015757
5754,9083.385494
5755,7545.920506
5756,2123.302579
5771,5191.893122
5793,13511.05822
5797,4353.332439
5798,798857.9409
5799,3201.956328
5803,5966.901029
5804,1577969.057
5805,5095.565185
5807,34838.83297
5808,16565.92615
5809,1581966.293
5817,11356.01553
5819,6794498.139
5821,3866.311785
5831,98171.0498
5832,104051.7777
5833,14561.79714
5835,11532.22694
5839,3764.375217
5840,4211.396524
5848,2364.18622
5849,10722.15725
5851,15266.51557
5858,2224.088858
5867,5454.608651
5870,5518.17043
5872,112438.093
5873,540079.0564
5917,18382.18212
5922,11937.96479
5927,79060.72771
5937,12198.14387
5947,24845.82689
5960,6407.034498
5964,7778.986488
5965,20178.75181
5966,196888.3331
5983,3170.286857
5990,20420.36927
6006,2413.799477
6007,4918.756231
6008,8995.395621
6051,58056.08054
6055,1792.650311
6066,4430.990691
6087,4852.193547
6094,364747.5384
6121,3933.902407
6127,2604.700073
6130,8677.416094
6167,816137.8992
6168,15136.52097
6181,12866.38306
6182,3754.258351
6191,13878.37372
6196,170838.7431
6197,208033.7206
6225,12564.48953
6246,9367.240239
6250,92451.36244
6287,5077.578608
6288,824060.1956
6289,28869.65644
6296,13976.62567
6297,2692.626177
6314,108524.8827
6319,2056.08641
6337,1238159.439
6343,22815.54433
6344,16.82752944
6358,4431.722502
6370,23208.301
6410,76787.01237
6411,431382.8686
6412,1812424.652
6413,7363.527335
6414,160446.8132
6415,13850.72963
6425,59196.44937
6429,4947.93868
6439,113485.7094
6479,10456.44323
6489,3448.527181
6526,369674.2572
6527,69609.46152
6528,52657.02002
6533,8682.754366
6558,2409.278812
6559,2607.721207
6561,473444.5253
6576,32674.28685
6579,69133.10344
6642,6324.948097
6643,100205.281
6645,77407.0341
6646,904604.0871
6648,110904.4522
6649,30944.19385
6653,2762.420504
6655,2513.897662
6665,44821.76168
6671,4710.645136
6675,29609.6449
6680,42103.24652
6682,522953.2848
6695,9558.808335
6719,1847.779122
6758,2665.469442
6759,1153877.424
6760,100353.036
6761,49167.9907
6762,122685.5101
6763,2875.148811
6764,550133.529
6770,2814.490592
6771,882871.6548
6772,11345.60049
6773,5968.252079
6774,297187.9987
6792,13912.09996
6793,18482.55428
6797,115023.7118
6806,4760.670699
6808,4996.670121
6811,22554.85729
6813,1401.856705
6814,6212.381286
6875,85310.82914
6876,663460.3586
6877,1664879.653
6878,33979.15987
6879,22946.75085
6880,20567.7309
6881,56887.32653
6882,14838.4621
6883,7045.818783
6885,14434.68418
6890,2000.520022
6892,22938.55342
6893,57775.8306
6917,2167.157611
6918,91432.06946
6919,58051.47305
6922,710347.5403
6959,3945.678779
6960,8866.537588
6992,129238.5631
6993,6422.132394
6994,229548.2766
6996,2450.424729
6999,14698.23295
7000,11166.9098
7001,14118.27566
7003,4720.366686
7004,6834.553378
7006,12472.87037
7007,21779.0813
7038,399033.1222
7045,9017.466635
7110,4386.670394
7111,8995.209011
7113,2280.478135
7114,345723.9504
7115,3332.53792
7124,2002.670696
7125,7677.880071
7137,6134.64154
7143,14943.96581
7144,1782.923789
7155,23412.49002
7163,3254.094177
7228,3577.435279
7230,2919.526395
7231,502460.7873
7234,5087.385485
7237,9973306.227
7241,110492.0036
7243,13752.47284
7252,1480702.622
7273,1857.661176
7280,89207.54773
7345,113961.7105
7346,3581952.652
7350,21389.30166
7351,32257.12739
7352,12849.57422
7357,510469.9964
7377,1796.549494
7468,127454.2681
7469,46194.72361
7470,53246.70211
7471,1903.000247
7473,1940302.486
7495,20987.12869
7496,73372.63921
7586,2244.501495
7588,38484.19346
7591,7370.538452
7592,2050.910594
7704,545644.4575
7708,3332.044315
7709,103626.3637
7823,2067.201502
7827,24670.06766
7847,80725.85955
7848,52802.8076
7942,6692.147307
7943,6152.594475
7944,103822.0235
7945,2917.568022
7959,1740.642451
7962,4358.168867
7966,583848.0601
7967,4887.918525
8059,120303.4018
8061,315129.5637
8082,1998.844566
8083,13021.24049
8084,25360.2027
8085,5567.709602
8176,5030.365141
8180,33125.31627
8181,5807.716312
8182,176936.2596
8201,3556.682891
8202,17024.53304
8203,63420.5948
8295,24179.56778
8299,455104.7978
8304,2932.162285
8321,262646.686
8322,389.5140628
8412,249436.9668
8413,159429.8818
8415,4656.443068
8416,239037.1662
8431,3863.908049
8530,13588.29255
8531,4079.164553
8532,128022.838
8534,2880.262202
8540,2070.184344
8543,6222.173884
8544,8894.902469
8546,524401.4687
8649,92996.58089
8650,6220.39899
8651,26619.59473
8658,3231.340071
8659,4569.791471
8660,35793.43957
8769,6091.652681
8774,807.5398383
8775,466886.7378
8777,13608.08956
8778,16665.57004
8779,88777.68469
8780,3390160.581
8781,205890.9159
8782,168641.8974
8896,5341.545159
8897,56899.05071
8900,1622911.44
8903,1036806.472
8905,269773.3211
9015,127768.6286
9016,342211.0154
9024,19584.20926
9141,5092.675971
