Cell_ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Mean_Consumption
3461,6902.042023485715,5996.853793431054,7956.051892449229,11212.239685934683,9084.207262364816,7127.122675430337,7352.378501011761,7749.538667933457,6532.807564196391,7379.450465364032,5800.542805703803,5893.235491651957,3896.354069257956,7067.308789526325,5903.311116419835,6009.885929683663,6701.567643668631,5264.259590541413,7717.3984440512695,5419.055240407936,5588.830940661169,6788.30679015121
3808,6902.042023485715,5996.853793431054,7956.051892449229,11212.239685934683,9084.207262364816,7127.122675430337,7352.378501011761,7749.538667933457,6532.807564196391,7379.450465364032,5800.542805703803,5893.235491651957,3896.354069257956,7067.308789526325,5903.311116419835,6009.885929683663,6701.567643668631,5264.259590541413,7717.3984440512695,5419.055240407936,5588.830940661169,6788.30679015121
3809,6902.042023485715,5996.853793431054,7956.051892449229,11212.239685934683,9084.207262364816,7127.122675430337,7352.378501011761,7749.538667933457,6532.807564196391,7379.450465364032,5800.542805703803,5893.235491651957,3896.354069257956,7067.308789526325,5903.311116419835,6009.885929683663,6701.567643668631,5264.259590541413,7717.3984440512695,5419.055240407936,5588.830940661169,6788.30679015121
3810,6902.042023485715,5996.853793431054,7956.051892449229,11212.239685934683,9084.207262364816,7127.122675430337,7352.378501011761,7749.538667933457,6532.807564196391,7379.450465364032,5800.542805703803,5893.235491651957,3896.354069257956,7067.308789526325,5903.311116419835,6009.885929683663,6701.567643668631,5264.259590541413,7717.3984440512695,5419.055240407936,5588.830940661169,6788.30679015121
3812,6902.042023485715,5996.853793431054,7956.051892449229,11212.239685934683,9084.207262364816,7127.122675430337,7352.378501011761,7749.538667933457,6532.807564196391,7379.450465364032,5800.542805703803,5893.235491651957,3896.354069257956,7067.308789526325,5903.311116419835,6009.885929683663,6701.567643668631,5264.259590541413,7717.3984440512695,5419.055240407936,5588.830940661169,6788.30679015121
3821,6902.042023485715,5996.853793431054,7956.051892449229,11212.239685934683,9084.207262364816,7127.122675430337,7352.378501011761,7749.538667933457,6532.807564196391,7379.450465364032,5800.542805703803,5893.235491651957,3896.354069257956,7067.308789526325,5903.311116419835,6009.885929683663,6701.567643668631,5264.259590541413,7717.3984440512695,5419.055240407936,5588.830940661169,6788.30679015121
3937,6902.042023485715,5996.853793431054,7956.051892449229,11212.239685934683,9084.207262364816,7127.122675430337,7352.378501011761,7749.538667933457,6532.807564196391,7379.450465364032,5800.542805703803,5893.235491651957,3896.354069257956,7067.308789526325,5903.311116419835,6009.885929683663,6701.567643668631,5264.259590541413,7717.3984440512695,5419.055240407936,5588.830940661169,6788.30679015121
3985,6902.042023485715,5996.853793431054,7956.051892449229,11212.239685934683,9084.207262364816,7127.122675430337,7352.378501011761,7749.538667933457,6532.807564196391,7379.450465364032,5800.542805703803,5893.235491651957,3896.354069257956,7067.308789526325,5903.311116419835,6009.885929683663,6701.567643668631,5264.259590541413,7717.3984440512695,5419.055240407936,5588.830940661169,6788.30679015121
4042,6902.042023485715,5996.853793431054,7956.051892449229,11212.239685934683,9084.207262364816,7127.122675430337,7352.378501011761,7749.538667933457,6532.807564196391,7379.450465364032,5800.542805703803,5893.235491651957,3896.354069257956,7067.308789526325,5903.311116419835,6009.885929683663,6701.567643668631,5264.259590541413,7717.3984440512695,5419.055240407936,5588.830940661169,6788.30679015121
4058,6902.042023485715,5996.853793431054,7956.051892449229,11212.239685934683,9084.207262364816,7127.122675430337,7352.378501011761,7749.538667933457,6532.807564196391,7379.450465364032,5800.542805703803,5893.235491651957,3896.354069257956,7067.308789526325,5903.311116419835,6009.885929683663,6701.567643668631,5264.259590541413,7717.3984440512695,5419.055240407936,5588.830940661169,6788.30679015121
4103,6902.042023485715,5996.853793431054,7956.051892449229,11212.239685934683,9084.207262364816,7127.122675430337,7352.378501011761,7749.538667933457,6532.807564196391,7379.450465364032,5800.542805703803,5893.235491651957,3896.354069257956,7067.308789526325,5903.311116419835,6009.885929683663,6701.567643668631,5264.259590541413,7717.3984440512695,5419.055240407936,5588.830940661169,6788.30679015121
4178,6902.042023485715,5996.853793431054,7956.051892449229,11212.239685934683,9084.207262364816,7127.122675430337,7352.378501011761,7749.538667933457,6532.807564196391,7379.450465364032,5800.542805703803,5893.235491651957,3896.354069257956,7067.308789526325,5903.311116419835,6009.885929683663,6701.567643668631,5264.259590541413,7717.3984440512695,5419.055240407936,5588.830940661169,6788.30679015121
